Angles-min,Angles-max,Angles-avg,Angles-std,Curves-min,Curves-max,Curves-avg,Curves-std,deltaCurves-min,deltaCurves-max,deltaCurves-avg,deltaCurves-std,hVelocity-min,hVelocity-max,hVelocity-avg,hVelocity-std,vVeclocity-min,vVeclocity-max,vVeclocity-avg,vVeclocity-std,Velocity-min,Velocity-max,Velocity-avg,Velocity-std,Acceleration-min,Acceleration-max,Acceleration-avg,Acceleration-std,Jerk-min,Jerk-max,Jerk-avg,Jerk-std,Angular velocity-min,Angular velocity-max,Angular velocity-avg,Angular velocity-std,
0.785398,0.785398,0.785398,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
-2.819842,3.141593,-0.246969,2.733754,-3.887523,1.987145,-0.204610,1.638491,-2.841454,2.748894,0.085669,1.635461,-60.000000,0.000000,-8.875000,20.698085,-41.000000,19.000000,-2.750000,16.833215,0.000000,72.670489,12.560296,25.102395,-34.754106,9.117692,-5.190749,14.058326,-9.014139,16.836483,2.896175,8.553539,-2.748894,2.980717,0.011885,1.566950,
0.165149,0.184684,0.174917,0.013814,-0.003212,-0.003212,-0.003212,0.000000,NaN,NaN,NaN,NaN,3.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,3.000000,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.009768,-0.009768,-0.009768,0.000000,
-0.785398,0.620249,0.151470,0.541367,-0.391436,0.006801,-0.119498,0.187137,-0.105020,0.000134,-0.045629,0.053886,1.000000,25.000000,11.000000,12.000000,-1.000000,12.000000,4.750000,6.291529,1.000000,26.248809,12.367919,13.078460,-9.904326,0.207107,-4.139099,5.202930,-3.592124,5.055716,0.731796,6.114946,-0.553574,0.146255,-0.132301,0.305966,
-1.570796,3.141593,1.094667,1.337243,-0.891712,1.132767,-0.026926,0.456204,-0.479541,0.568541,-0.011837,0.265432,-2.000000,7.000000,0.250000,2.081666,-5.000000,9.000000,1.625000,2.941088,0.000000,11.401754,2.737170,2.806260,-3.898101,2.192582,-0.355058,1.568584,-2.442582,1.297663,0.011507,1.032630,-1.409921,1.132767,-0.015478,0.529433,
-2.863293,0.000000,-1.248740,1.164245,-0.070658,1.428899,0.178426,0.415920,-0.117219,1.343262,0.160112,0.419121,-9.000000,5.000000,-0.250000,4.223850,-5.000000,0.000000,-1.666667,1.497473,0.000000,10.295630,3.579710,3.033572,-4.647815,3.345039,-0.280094,2.221936,-3.996427,2.823908,0.068339,2.135394,-0.249673,0.714450,0.107794,0.270621,
-2.870646,3.141593,-0.471973,2.331253,-0.330503,0.150306,-0.056780,0.136687,-0.065654,0.044795,-0.005191,0.022819,-20.000000,2.000000,-4.235294,5.573704,-8.000000,9.000000,-1.411765,4.402539,0.000000,20.000000,6.514652,5.150899,-4.119738,5.390228,-0.059119,2.601453,-4.674352,2.371943,-0.268008,1.871142,-3.006119,3.006119,-0.051021,1.086729,
0.785398,0.982794,0.884096,0.139580,-0.139580,-0.139580,-0.139580,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.098698,-0.098698,-0.098698,0.000000,
-2.385033,3.141593,0.763040,1.682775,-3.887523,1.548854,-0.025333,0.616347,-3.140330,0.676910,-0.064576,0.459383,-53.000000,79.000000,3.089286,23.612999,-72.000000,55.000000,1.375000,22.519133,0.000000,80.498447,22.259095,23.913416,-29.249224,28.621193,-0.057267,10.482234,-20.776318,19.763878,-0.003771,7.863177,-2.748894,2.763313,0.043956,0.926877,
-2.466852,-1.570796,-2.101120,0.403424,-0.017282,0.439843,0.144901,0.255851,0.000783,0.427702,0.214242,0.301877,-8.000000,0.000000,-3.333333,4.163332,-17.000000,0.000000,-6.333333,9.291573,0.000000,18.788294,7.205574,10.130131,-9.394147,7.979934,-0.707107,12.285330,-8.687040,-8.687040,-8.687040,0.000000,-0.055329,0.228106,0.130900,0.161330,
-3.058451,3.141593,0.495151,2.477085,-1.197613,0.785398,0.002695,0.436035,-0.414690,0.915214,0.024845,0.272703,-24.000000,3.000000,-7.937500,8.940311,-11.000000,28.000000,2.937500,9.490126,0.000000,35.000000,11.307744,10.488593,-8.395263,10.460456,-0.589727,5.970959,-8.489685,5.341046,-0.334329,4.371656,-2.546448,3.032258,0.159011,1.430270,
-0.785398,2.553590,0.043886,0.996390,-0.294001,1.570796,0.152714,0.465259,-0.360061,1.864798,0.122789,0.589747,0.000000,18.000000,5.000000,5.768252,-13.000000,2.000000,-2.583333,4.813963,0.000000,22.203603,5.988192,7.202895,-4.000000,10.394695,-0.041555,4.070019,-6.490902,3.750000,-0.555429,2.701953,-0.294001,0.392699,0.075687,0.206547,
-0.117109,0.890275,0.287058,0.532373,0.006009,0.029693,0.017851,0.016747,0.000877,0.000877,0.000877,0.000000,8.000000,17.000000,12.500000,6.363961,1.000000,10.000000,5.500000,6.363961,12.806248,17.029386,14.917817,2.986209,-2.111569,-2.111569,-2.111569,0.000000,NaN,NaN,NaN,NaN,0.102558,0.401134,0.251846,0.211125,
-2.754717,2.736701,-0.907443,1.710833,-1.463897,0.721058,-0.064713,0.619348,-0.690943,0.290825,-0.044660,0.304736,-13.000000,10.000000,0.125000,7.845608,-5.000000,1.000000,-2.250000,2.052873,1.000000,13.928388,6.732042,4.447101,-5.383055,4.102119,-0.204394,3.045948,-3.937557,2.150958,-0.290150,2.465414,-2.314624,2.745709,0.122410,1.382296,
-2.553590,2.819842,-0.477883,2.312465,-1.005470,0.044576,-0.477613,0.525046,-0.143257,0.098780,-0.022239,0.171146,-1.000000,3.000000,0.666667,2.081666,-4.000000,-1.000000,-2.333333,1.527525,1.414214,5.000000,2.804738,1.923582,-1.792893,1.500000,-0.146447,2.328427,-1.646447,-1.646447,-1.646447,0.000000,-2.072830,0.236926,-0.895572,1.155528,
-1.570796,3.141593,-0.323493,1.836303,-0.132792,0.350288,0.070962,0.177582,-0.013780,0.041583,0.008307,0.023695,-1.000000,42.000000,9.400000,18.365729,-17.000000,15.000000,-2.600000,12.054045,1.000000,44.598206,14.961586,17.935681,-7.266368,21.799103,4.905726,12.968224,-5.469608,7.640530,-0.891108,7.395229,-2.327654,0.794169,-0.138569,1.249193,
-2.782822,3.141593,0.165526,2.245523,-1.083506,4.331883,0.365277,1.428502,-1.313425,4.261224,0.396386,1.498437,-35.000000,2.000000,-5.272727,11.100369,-4.000000,8.000000,-0.181818,3.156523,0.000000,35.902646,6.866282,10.580150,-9.935713,14.951323,-0.154112,6.467881,-12.443518,1.589793,-1.011240,4.373006,-2.233705,1.991385,-0.089418,1.093155,
-2.795457,3.141593,0.328080,1.717480,-1.570796,1.778293,0.004325,0.383024,-1.661261,1.792933,0.013819,0.352070,-54.000000,72.000000,-0.471698,25.604690,-114.000000,98.000000,0.811321,30.069187,0.000000,116.297033,29.475788,25.983141,-44.648517,30.777427,0.087998,11.861561,-33.107467,22.324258,-0.391342,8.952013,-2.894453,2.968525,0.017189,0.892144,
-2.580906,3.141593,0.401013,1.828887,-0.215371,0.301184,-0.010917,0.082587,-0.061431,0.016608,-0.002184,0.012891,-43.000000,57.000000,1.272727,21.810652,-81.000000,50.000000,0.030303,24.965582,2.000000,81.221918,25.857321,20.277115,-19.930936,27.101703,-0.500918,8.920954,-17.716319,11.303163,-0.181570,6.238012,-0.785398,2.861249,-0.069250,0.613391,
-2.896614,1.831399,-0.361092,1.713340,-0.915699,1.570796,0.018817,0.497997,-0.466740,1.570796,0.089984,0.433079,-18.000000,8.000000,-1.250000,6.276942,-29.000000,25.000000,0.000000,12.038826,0.000000,34.132096,8.862079,10.110776,-8.684521,9.994980,0.446438,5.157611,-9.339751,4.572730,-0.202729,3.769453,-0.428173,1.844191,0.167978,0.506174,
-1.797595,-1.768192,-1.777993,0.016976,0.000000,0.005766,0.002883,0.004078,-0.000565,-0.000565,-0.000565,0.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,-2.000000,-2.000000,0.000000,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.014702,0.007351,0.010396,
-1.265573,3.141593,0.679415,2.150259,-0.107186,0.293811,0.060939,0.208192,-0.032419,0.019841,-0.006289,0.036953,-7.000000,11.000000,1.000000,9.165151,-36.000000,6.000000,-10.000000,22.715633,6.082763,37.643060,16.908608,17.962419,-15.321530,-0.458619,-7.890074,10.509666,7.431456,7.431456,7.431456,0.000000,-0.662909,2.203583,0.464985,1.527715,
-1.804540,1.837048,0.655720,1.262922,-0.116797,0.306849,0.046628,0.119000,-0.006972,0.035725,0.007949,0.015984,-2.000000,5.000000,0.333333,1.936492,-10.000000,17.000000,3.111111,7.704616,0.000000,17.000000,6.499026,5.158294,-5.950490,4.000000,-0.088779,3.705263,-4.975245,2.017767,-0.208717,2.677537,-0.524142,1.687668,0.185867,0.615481,
-2.521343,3.141593,1.408826,2.155499,-0.330503,5.662936,1.043237,2.586170,-1.158327,5.993439,1.209771,3.235679,-24.000000,0.000000,-6.200000,10.034939,-2.000000,19.000000,3.800000,8.613942,0.000000,30.610456,7.764312,12.870289,-13.502452,14.805228,-0.062500,11.616194,-14.153840,7.277614,-2.121011,10.955870,-1.421547,2.831468,0.255359,1.560484,
-2.677945,-1.012197,-1.845071,1.177862,-0.124158,-0.124158,-0.124158,0.000000,NaN,NaN,NaN,NaN,-6.000000,-6.000000,-6.000000,0.000000,-3.000000,-3.000000,-3.000000,0.000000,6.708204,6.708204,6.708204,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.832874,-0.832874,-0.832874,0.000000,
-2.356194,0.950547,-0.576749,1.616663,-0.036717,0.096742,0.032661,0.066887,-0.006834,0.004332,-0.001251,0.007895,-8.000000,12.000000,2.000000,10.000000,-8.000000,9.000000,1.333333,8.621678,3.605551,15.000000,9.973087,5.814320,-5.697224,1.843146,-1.927039,5.331847,-3.770185,-3.770185,-3.770185,0.000000,-0.415411,1.490109,0.412653,0.976933,
1.107149,1.661456,1.291918,0.320030,0.000000,0.016728,0.008364,0.011829,0.000505,0.000505,0.000505,0.000000,-1.000000,2.000000,0.500000,2.121320,4.000000,16.000000,10.000000,8.485281,4.472136,16.031220,10.251678,8.173506,5.779542,5.779542,5.779542,0.000000,NaN,NaN,NaN,NaN,0.000000,0.277154,0.138577,0.195977,
-0.982794,1.969319,0.590641,1.485661,-0.818769,0.057429,-0.380670,0.619565,-0.243013,-0.243013,-0.243013,0.000000,-4.000000,1.000000,-1.500000,3.535534,-1.000000,9.000000,4.000000,7.071068,1.414214,9.848858,5.631536,5.964194,-4.217322,-4.217322,-4.217322,0.000000,NaN,NaN,NaN,NaN,-1.476056,0.591960,-0.442048,1.462309,
-1.735945,3.141593,0.431569,1.882693,-4.712389,4.712389,0.060460,1.508241,-4.957368,4.712389,-0.047098,2.090826,-5.000000,9.000000,0.476190,2.856905,-6.000000,1.000000,-0.571429,1.468722,0.000000,10.816654,1.919051,2.652000,-2.549510,3.827188,0.104013,1.543852,-2.049510,1.643309,0.027735,1.163394,-0.589049,0.785398,0.038047,0.277117,
-2.999696,3.141593,0.148144,1.845016,-4.712389,6.141288,0.050959,1.421622,-10.853677,6.502684,-0.092921,2.033596,-21.000000,14.000000,-0.044444,4.607087,-7.000000,36.000000,2.377778,7.743880,0.000000,41.677332,4.503849,8.138280,-13.716500,18.838666,-0.060305,4.324174,-11.160389,9.209902,-0.030813,3.239464,-3.059018,3.070644,0.001645,1.083909,
-2.677945,3.141593,0.720833,1.969501,-4.712389,2.553590,-0.022742,1.041194,-4.712389,2.614936,-0.029681,1.007730,-42.000000,34.000000,-1.051282,10.999877,-3.000000,7.000000,0.179487,2.101025,0.000000,42.107007,5.255918,9.910969,-20.553503,19.553503,-0.061145,6.557226,-20.053503,10.276752,-0.041249,5.461143,-2.356194,1.764234,-0.089767,0.766882,
2.191046,2.714965,2.512702,0.240680,-0.032062,0.217748,0.055437,0.140708,-0.001475,0.111718,0.055122,0.080040,-5.000000,-1.000000,-2.666667,2.081666,0.000000,4.000000,2.333333,2.081666,1.000000,6.403124,3.669559,2.702131,-1.398786,-1.302776,-1.350781,0.067890,0.048005,0.048005,0.048005,0.000000,-0.137903,0.243450,-0.006170,0.216288,
-1.570796,3.141593,1.033711,1.432407,-4.712389,4.547240,-0.086931,1.777591,-9.259629,4.558081,-0.292381,2.809162,-1.000000,2.000000,0.125000,0.619139,-8.000000,12.000000,0.812500,3.986958,0.000000,12.000000,2.273082,3.389489,-5.500000,3.938447,0.066667,2.300268,-4.719224,3.000000,-0.033448,1.899692,-2.356194,1.693286,-0.095594,0.876739,
-3.108272,3.141593,-0.261688,1.948123,-1.570796,0.442860,-0.058739,0.339172,-0.669405,0.392699,-0.045720,0.197893,-16.000000,25.000000,1.771429,9.264371,-36.000000,9.000000,-3.657143,9.232114,0.000000,39.395431,8.467600,10.688767,-18.709373,9.617692,-0.239437,5.821706,-12.995942,10.006074,0.145585,4.579931,-1.178097,3.100022,0.083135,0.633388,
0.846546,3.141593,1.820611,0.862718,0.005899,1.129617,0.291291,0.558912,-0.000207,1.123718,0.374467,0.648870,-8.000000,3.000000,-2.250000,4.787136,0.000000,21.000000,12.750000,9.287088,0.000000,21.377558,13.361148,9.728291,-9.848858,4.504121,-2.061553,7.254053,-4.504468,-2.672021,-3.588245,1.295736,0.117428,0.564808,0.286881,0.193166,
-2.356194,1.570796,0.076466,1.451104,-2.776802,0.785398,-0.173173,0.810366,-2.051428,3.562200,0.083419,1.094250,0.000000,2.000000,0.647059,0.861770,-3.000000,7.000000,1.411765,2.851728,0.000000,7.280110,2.217137,2.492905,-3.162278,2.662278,-0.092093,1.441341,-2.912278,1.982527,-0.007319,1.162747,-1.963495,0.515188,-0.082267,0.582672,
-3.017238,3.141593,0.365500,1.982326,-0.573904,0.891712,0.090985,0.456297,-0.331378,0.383731,-0.003534,0.210886,-8.000000,4.000000,-1.000000,3.359422,-7.000000,1.000000,-0.666667,1.988060,0.000000,8.062258,3.064310,2.593261,-2.807887,2.689853,0.106612,1.511824,-2.748870,1.280776,0.026486,1.270174,-3.079415,3.079415,-0.075490,1.515362,
-2.158799,3.141593,0.183726,2.151462,-4.712389,4.712389,0.203916,2.331258,-9.424778,4.712389,-0.111227,3.884238,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-0.083333,0.288675,0.000000,1.000000,0.083333,0.288675,-0.500000,0.500000,0.000000,0.223607,-0.500000,0.125000,-0.037500,0.167187,-2.356194,2.356194,-0.006126,1.107463,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
-3.041924,3.141593,-0.204669,1.697379,-4.712389,3.059018,-0.029858,1.118230,-7.771407,6.283185,0.011850,1.907028,-19.000000,8.000000,-0.527778,5.135235,-4.000000,2.000000,-0.277778,1.031258,0.000000,19.104973,2.655591,4.532808,-9.000000,2.662278,-0.250892,1.883993,-4.473757,2.312500,-0.131664,1.173592,-2.988010,3.059018,-0.084264,0.866524,
-2.158799,3.141593,1.747650,1.819470,-1.470064,0.624523,-0.132042,0.706623,-0.624523,0.375045,-0.142586,0.386335,-3.000000,0.000000,-0.833333,1.169045,-1.000000,4.000000,0.833333,1.722401,0.000000,5.000000,1.471405,1.844441,-2.000000,1.792893,0.050000,1.393240,-1.896447,0.437500,-0.245098,1.108790,-2.650196,0.392699,-0.362843,1.142441,
-2.677945,3.141593,-0.334743,2.144184,-0.925601,1.570796,0.031499,0.778758,-0.588406,1.570796,0.263788,0.742234,-1.000000,0.000000,-0.142857,0.377964,-2.000000,0.000000,-0.285714,0.755929,0.000000,2.000000,0.428571,0.786796,-1.000000,1.000000,0.000000,0.707107,-1.000000,0.750000,-0.050000,0.715891,-0.553574,0.785398,-0.070125,0.467248,
2.356194,3.141593,2.748894,0.555360,0.785398,0.785398,0.785398,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.392699,0.392699,0.392699,0.000000,
-0.380506,3.141593,1.172148,1.371394,-3.141593,1.905997,-0.041443,0.870350,-3.302468,0.436782,-0.168063,0.795752,-5.000000,3.000000,-0.473684,2.365690,-1.000000,7.000000,0.789474,1.812884,0.000000,8.602325,2.196617,2.164392,-2.720024,1.608580,0.115619,1.148694,-2.164302,0.819442,-0.001085,0.763073,-1.570796,0.392699,-0.055257,0.404686,
-2.034444,-2.034444,-2.034444,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
-1.973117,3.141593,0.731412,1.826774,-0.021119,0.030445,-0.001857,0.014568,-0.000352,0.000304,-0.000110,0.000230,-84.000000,47.000000,-5.700000,42.505032,-62.000000,53.000000,-1.100000,31.575131,5.000000,84.000000,44.368063,25.570709,-28.984123,29.460064,-1.239611,20.916254,-26.583853,27.910321,-1.713813,19.236120,-0.842230,2.557355,0.089132,0.918571,
-2.782822,3.141593,0.046814,2.118125,-0.340526,1.570796,0.070377,0.424890,-0.060108,0.781655,0.052315,0.211156,-56.000000,46.000000,-2.000000,23.600847,-35.000000,34.000000,-0.866667,17.959743,1.000000,56.000000,23.028089,17.789658,-20.094306,23.351591,-0.944473,12.118344,-18.101591,13.317389,0.169643,9.931916,-0.478794,1.570796,0.090421,0.580756,
-2.819842,3.141593,0.390071,1.976137,-1.402119,1.386444,-0.000361,0.404084,-0.773408,0.341677,-0.016391,0.175621,-43.000000,56.000000,-0.280000,23.096753,-72.000000,59.000000,2.560000,29.591778,0.000000,72.835431,30.396894,21.297223,-21.491971,16.492857,0.344689,9.353052,-12.750000,12.078302,-0.193013,6.850265,-1.532635,2.858228,0.100996,1.090083,
-2.608437,3.141593,0.093201,1.755925,-0.542020,0.938644,-0.017021,0.280778,-0.428067,0.408290,-0.020646,0.164876,-52.000000,43.000000,4.950000,24.911369,-62.000000,41.000000,-1.350000,24.257988,0.000000,68.876701,26.832201,21.883254,-22.257502,16.000000,-1.825703,11.402414,-16.237088,11.632390,-0.371812,8.310434,-0.963377,1.570796,0.030697,0.572895,
0.049958,0.358771,0.204365,0.218363,0.036144,0.036144,0.036144,0.000000,NaN,NaN,NaN,NaN,4.000000,4.000000,4.000000,0.000000,1.000000,1.000000,1.000000,0.000000,4.123106,4.123106,4.123106,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.154406,0.154406,0.154406,0.000000,
-3.050933,3.141593,-0.819332,1.688415,-4.712389,5.819538,-0.029354,1.643674,-10.531927,6.348148,-0.234470,2.742239,-54.000000,53.000000,0.454545,18.902575,-20.000000,42.000000,2.181818,14.692520,0.000000,64.070274,13.914454,19.379095,-22.211696,16.418924,0.010252,8.350231,-16.623416,10.341161,0.004764,6.686099,-1.178097,2.909769,-0.003566,0.959631,
-2.668827,3.141593,-0.082427,1.720434,-0.046200,0.227458,0.028957,0.082070,-0.001955,0.025431,0.003284,0.009010,-65.000000,34.000000,-4.888889,29.750817,-84.000000,4.000000,-12.555556,29.030635,3.000000,85.906926,30.030694,30.291122,-19.948594,5.000000,-5.089674,7.472644,-6.721862,10.224297,0.338638,6.059461,-1.570796,2.905210,0.199180,1.214277,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.000000,0.000000,0.000000,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
-0.785398,2.958482,1.242907,1.360472,-0.488219,0.135253,-0.050753,0.187673,-0.327914,0.027429,-0.043251,0.125976,-17.000000,14.000000,-2.625000,11.160357,-1.000000,25.000000,7.875000,10.077379,0.000000,28.178006,12.978616,10.599490,-8.410237,13.509256,-0.503179,7.060352,-10.959746,8.515753,-0.125224,6.660410,-1.268531,1.032965,-0.071946,0.678343,
-0.244979,2.034444,1.256796,1.300851,-0.002134,1.019389,0.508627,0.722326,-0.040731,-0.040731,-0.040731,0.000000,-5.000000,0.000000,-2.500000,3.535534,1.000000,11.000000,6.000000,7.071068,1.000000,12.083046,6.541523,7.836897,5.541523,5.541523,5.541523,0.000000,NaN,NaN,NaN,NaN,-0.026760,1.139711,0.556476,0.824820,
-2.191046,2.553590,0.534557,1.882451,-0.474708,0.836831,0.034583,0.434605,-0.092186,0.270826,0.031411,0.141678,-3.000000,4.000000,0.000000,2.529822,-8.000000,4.000000,-0.500000,4.324350,1.414214,8.246211,3.985420,2.517878,-1.528961,3.415999,0.512852,1.946400,-0.736991,2.046611,0.656711,1.316066,-1.020898,1.508619,-0.000959,0.894190,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
-1.837048,2.356194,0.157866,2.015324,-0.341763,1.666081,0.480847,0.880072,0.018675,0.756316,0.324320,0.384710,-2.000000,1.000000,-0.500000,1.290994,-9.000000,0.000000,-3.500000,4.358899,0.000000,9.219544,3.829641,4.216452,-4.109772,2.060262,-0.849837,3.099858,-3.085017,1.804886,-0.640066,3.457684,-1.948349,1.178097,0.037068,1.411806,
-2.914794,3.141593,-1.010869,1.688435,-0.453945,5.176037,0.327972,1.174389,-0.421985,5.104091,0.268911,1.086559,-6.000000,13.000000,0.500000,3.741657,-12.000000,2.000000,-1.083333,2.602953,0.000000,13.152946,3.141574,3.458652,-5.458439,6.076473,-0.220188,2.235489,-5.767456,3.538237,0.005440,1.827604,-3.028193,2.748894,0.020088,0.950646,
-1.570796,0.000000,-0.462549,0.650012,-1.107149,1.570796,0.085633,1.106372,-1.024259,2.677945,0.544571,1.914579,0.000000,3.000000,1.000000,1.414214,-1.000000,0.000000,-0.250000,0.500000,0.000000,3.162278,1.040569,1.490957,-1.081139,0.000000,-0.443713,0.566002,0.125000,0.207785,0.166392,0.058538,-0.276787,0.785398,0.069197,0.483825,
-0.588003,0.000000,-0.191886,0.264472,-0.163083,0.099669,-0.003544,0.099572,-0.072874,0.109586,0.033382,0.086465,0.000000,5.000000,2.200000,2.167948,-1.000000,0.000000,-0.200000,0.447214,0.000000,5.000000,2.282843,2.117968,-2.500000,0.707107,-0.375000,1.469738,-1.500000,1.603553,-0.117851,1.579345,-0.294001,0.062177,-0.046365,0.145363,
-1.570796,2.863293,0.707984,1.825207,-1.238632,0.063520,-0.131895,0.417873,-0.413094,0.032138,-0.046627,0.148536,-11.000000,11.000000,0.222222,7.822688,-17.000000,17.000000,-0.777778,10.615764,1.000000,20.248457,10.603394,6.938230,-6.012141,9.117692,-0.261916,6.582046,-7.564916,6.667341,-0.135172,6.346602,-1.865916,1.312951,-0.188499,1.029161,
-2.356194,3.141593,0.420805,1.641210,-3.363675,5.497787,0.052801,0.875893,-3.365859,6.469668,0.062870,0.893313,-64.000000,58.000000,-0.282443,11.740315,-65.000000,60.000000,0.167939,18.770743,0.000000,81.835200,13.632294,17.407344,-32.373596,38.857401,0.092270,10.427953,-26.506759,21.761999,-0.193472,8.295700,-2.748894,2.543830,0.006555,0.852893,
-2.356194,3.141593,0.346678,1.687361,-3.887523,2.356194,-0.065311,0.645180,-3.304254,1.570796,-0.050677,0.591071,-37.000000,39.000000,0.177419,8.539767,-28.000000,43.000000,0.032258,8.953298,0.000000,56.727418,7.238813,10.014765,-17.547055,19.624725,0.031011,5.181268,-17.891585,13.844685,-0.129889,3.975066,-2.748894,1.885194,0.004814,0.745373,
-2.819842,3.141593,0.033461,1.833022,-3.682012,2.748894,-0.089366,0.698922,-3.803016,1.456409,-0.092325,0.623874,-22.000000,17.000000,-0.640000,5.042093,-23.000000,25.000000,0.266667,7.436821,0.000000,31.112698,5.631552,7.005231,-11.258968,14.556349,0.078352,4.288139,-10.844947,11.285114,-0.065653,3.832962,-2.980717,2.748894,0.042944,0.887150,
-3.030935,3.141593,0.081469,1.740211,-3.926991,5.695183,-0.020804,0.712104,-4.115259,5.706826,0.009083,0.652699,-19.000000,49.000000,0.075862,6.198211,-21.000000,22.000000,0.006897,6.743821,0.000000,49.010203,6.265591,6.661270,-20.005102,24.005102,0.069259,4.647641,-22.005102,11.877551,-0.093791,4.011108,-3.064539,2.847591,0.025181,0.928972,
-2.896614,3.141593,-0.632374,2.080511,-2.602576,2.356194,0.127674,0.932425,-1.983469,3.709725,0.099839,0.749360,-6.000000,9.000000,-0.491803,2.958733,-10.000000,19.000000,0.032787,5.378870,0.000000,19.026298,4.235618,4.437778,-7.445809,8.860023,0.072757,2.906793,-8.152916,4.672959,-0.055374,2.382554,-2.980717,3.019103,-0.016976,1.271637,
-2.922924,3.141593,-0.245516,2.270775,-0.984876,2.964240,0.417611,1.019622,-0.572989,2.287977,0.266483,0.687253,-13.000000,11.000000,-0.055556,6.178447,-5.000000,10.000000,0.777778,4.008162,0.000000,13.928388,5.515928,4.761004,-6.464194,6.300735,-0.040279,3.748168,-5.065073,6.382465,0.021398,3.533085,-2.877555,2.964240,-0.001322,1.596749,
-3.113822,3.141593,-0.175953,2.065934,-4.299979,4.712389,0.007975,0.808783,-4.712389,5.538571,0.009342,0.828509,-23.000000,33.000000,0.118943,7.078507,-20.000000,40.000000,0.039648,6.293220,0.000000,40.447497,6.629472,6.751392,-13.109123,19.293781,0.017920,4.194516,-16.201452,11.782892,-0.022539,3.475792,-3.120771,3.127707,0.008100,1.239896,
-3.017238,3.141593,-0.101860,1.778265,-3.141593,3.926991,0.047495,0.638043,-5.143221,3.371630,0.024983,0.674543,-15.000000,27.000000,0.324324,6.207272,-32.000000,50.000000,0.486486,13.780662,0.000000,50.990195,10.762144,10.578522,-23.692322,20.934421,0.168371,7.694541,-19.923324,16.496730,0.002117,6.869899,-2.951339,3.002443,-0.005031,1.115764,
-3.050933,3.141593,0.353324,1.954325,-3.770745,1.570796,-0.074316,0.721923,-3.756256,2.691593,-0.051407,0.690365,-68.000000,28.000000,-1.680000,13.863388,-36.000000,74.000000,0.840000,14.160318,0.000000,100.498756,12.884878,15.100338,-34.557023,41.927720,-0.080849,8.464736,-38.242371,17.053031,-0.130274,6.670700,-2.819842,2.839601,0.013318,0.917164,
