numSplits,split,accuracy,precision,recall,model
1,1,0.5244936134089648,0.5263869887875408,0.511630473750569,Logistic Regression,mouse
1,1,0.5189735887464306,0.5188979378004516,0.5258875018630188,Logistic Regression,stats
1,1,0.5404644782342374,0.5378005547725937,0.5710531191969482,Logistic Regression,items-hashed
1,1,0.5362455936552383,0.5340189569839,0.5704404377792011,Logistic Regression,items-onehot
1,1,0.5342377120002306,0.5325618030138828,0.5578015170008016,Logistic Regression,items-starting
1,1,0.519774987110516,0.5194959801922922,0.528291299601616,Logistic Regression,items-select
1,1,0.5350351783172587,0.5452883619878074,0.4448111402480534,Logistic Regression,mouse-stats
1,1,0.5351369412193158,0.5473867741909405,0.42210527163820777,Logistic Regression,mouse-items-hashed
1,1,0.5175659008450266,0.5222014941775271,0.46868215087028153,Logistic Regression,mouse-items-onehot
1,1,0.532425694069764,0.5479206648695513,0.37714649974018444,Logistic Regression,mouse-items-start
1,1,0.5303161001428467,0.5401920485235897,0.4379618776006735,Logistic Regression,mouse-items-select
1,1,0.5353392067350693,0.5363756581383526,0.5074099809468565,Logistic Regression,stats-items-hashed
1,1,0.5115382250522894,0.511557259724718,0.49475635742569074,Logistic Regression,stats-items-onehot
1,1,0.5311211284936695,0.5330519681416089,0.5055904661776495,Logistic Regression,stats-items-start
1,1,0.5270061223016658,0.5293722983133426,0.49035943170878094,Logistic Regression,stats-items_select
1,1,0.5298156553702857,0.5318670645714549,0.514842720933886,Logistic Regression,mouse-stats-items-hashed
1,1,0.518167806560535,0.5197461596708584,0.49657003137927835,Logistic Regression,mouse-stats-items-onehot
1,1,0.5350342722881148,0.5462556964515125,0.46025365252383654,Logistic Regression,mouse-stats-items-start
1,1,0.5350355312101449,0.5457461091350283,0.4261205302654953,Logistic Regression,mouse-stats-items-select
1,1,0.8130472323548894,0.85365671684152,0.7563111019806408,Random Forest,mouse
1,1,0.7858400037679558,0.8608907051285051,0.6826455269422727,Random Forest,stats
1,1,0.6956690112670645,0.7150246485201537,0.6489093787386256,Random Forest,items-hashed
1,1,0.6999859282095562,0.7137369496515229,0.6653649704132477,Random Forest,items-onehot
1,1,0.709223734436008,0.7172090107943792,0.6894565221769727,Random Forest,items-starting
