numSplits,split,accuracy,precision,recall,model
2,2,0.5845178749465887,0.5803290494815918,0.5621274108708357,Random Forest,items-onehot
2,1,0.5929639652471158,0.5953172396893931,0.5511396843950905,Random Forest,items-starting
2,2,0.6284432417034611,0.63702277189378,0.5757451782583285,Random Forest,items-starting
2,1,0.621606608745193,0.6146260997067449,0.6302162478082993,Random Forest,items-select
2,2,0.613160518444666,0.6079827532919799,0.6060198714202221,Random Forest,items-select
2,1,0.7179176755447942,0.7033560768578844,0.7398012857977792,Random Forest,mouse-stats
2,2,0.6706452072354365,0.6606068113411971,0.6925189947399182,Random Forest,mouse-stats
2,1,0.7060959977211223,0.7152985745250048,0.7150204558737581,Random Forest,mouse-items-hashed
2,2,0.643683236006267,0.6384151620736987,0.6679719462302748,Random Forest,mouse-items-hashed
2,1,0.6435265631676399,0.6581496351218782,0.598655756867329,Random Forest,mouse-items-onehot
2,2,0.6724398233869818,0.7107177204682714,0.5922267679719463,Random Forest,mouse-items-onehot
2,1,0.672226178607036,0.6536475688293997,0.7186440677966102,Random Forest,mouse-items-start
2,2,0.7060817547357926,0.6956195061458219,0.7397428404441848,Random Forest,mouse-items-start
2,1,0.6723258795043441,0.6794785402997426,0.6438924605493864,Random Forest,mouse-items-select
2,2,0.672283150548355,0.6635448548921035,0.6884862653419053,Random Forest,mouse-items-select
2,1,0.6148839196695628,0.5994979861424615,0.6751022793687902,Random Forest,stats-items-hashed
2,2,0.619954422446945,0.6058014937084705,0.6814728229105786,Random Forest,stats-items-hashed
2,1,0.6012391397236861,0.5878614258567577,0.6539450613676213,Random Forest,stats-items-onehot
2,2,0.6283435408061531,0.6067454782660262,0.6981881940385739,Random Forest,stats-items-onehot
2,1,0.672283150548355,0.6604536931343806,0.6952074810052601,Random Forest,stats-items-start
2,2,0.6469733656174335,0.6269615677321158,0.7157218001168907,Random Forest,stats-items-start
2,1,0.6620994160376015,0.6633655233655233,0.678375219170076,Random Forest,stats-items_select
2,2,0.6368893320039881,0.6245165471381785,0.6715371127995324,Random Forest,stats-items_select
2,1,0.6656174334140436,0.6402457523450533,0.7466393921683225,Random Forest,mouse-stats-items-hashed
2,2,0.6791340264919528,0.6877128427128427,0.6718877849210987,Random Forest,mouse-stats-items-hashed
2,1,0.6605042016806724,0.6367311153389714,0.7331385154880186,Random Forest,mouse-stats-items-onehot
2,2,0.6807719698048711,0.6746842969984697,0.7195207481005259,Random Forest,mouse-stats-items-onehot
2,1,0.7332431277595785,0.7156778554264125,0.7673290473407364,Random Forest,mouse-stats-items-start
2,2,0.7027631391539666,0.6962917285672703,0.7226183518410287,Random Forest,mouse-stats-items-start
2,1,0.6823671841618003,0.6527561684961065,0.7980128579777908,Random Forest,mouse-stats-items-select
2,2,0.7127332288847742,0.7691007597459211,0.6436586791350087,Random Forest,mouse-stats-items-select
2,1,0.7195983478137017,0.7126472731649669,0.7257159555815311,Multi-layer Perceptron,mouse
2,2,0.7145278450363196,0.713050505050505,0.7089421390999415,Multi-layer Perceptron,mouse
2,1,0.5101410055547643,0.38968968023846073,0.49918176504967854,Multi-layer Perceptron,stats
2,2,0.48990172340122495,0.48334472754259117,0.6215663354763297,Multi-layer Perceptron,stats
2,1,0.5624697336561744,0.5541032504274077,0.5890707188778492,Multi-layer Perceptron,items-hashed
2,2,0.5625694345534823,0.5441157227395363,0.7165400350672121,Multi-layer Perceptron,items-hashed
2,1,0.6840478564307079,0.65291777625342,0.7668614845119812,Multi-layer Perceptron,items-onehot
2,2,0.6840051274747186,0.6571666015144275,0.7533021624780829,Multi-layer Perceptron,items-onehot
2,1,0.6469021506907848,0.6266401771486517,0.7088836937463471,Multi-layer Perceptron,items-starting
2,2,0.6621563879789204,0.6362902128193614,0.7399766218585622,Multi-layer Perceptron,items-starting
2,1,0.6199259364762855,0.6152656957211037,0.6231443600233781,Multi-layer Perceptron,items-select
2,2,0.5979632530978494,0.5943331499266373,0.5921683226183518,Multi-layer Perceptron,items-select
2,1,0.7110525566158667,0.7045465913161517,0.7084745762711864,Multi-layer Perceptron,mouse-stats
2,2,0.7162227602905569,0.7095332738910416,0.7191116306253653,Multi-layer Perceptron,mouse-stats
2,1,0.6672696197122916,0.6616993702286212,0.6777907656341321,Multi-layer Perceptron,mouse-items-hashed
2,2,0.6519299245121778,0.648704276133816,0.6364699006428989,Multi-layer Perceptron,mouse-items-hashed
2,1,0.6570289132602193,0.6249606603573611,0.7913500876680304,Multi-layer Perceptron,mouse-items-onehot
2,2,0.6319897450505626,0.614748698184542,0.7196960841613091,Multi-layer Perceptron,mouse-items-onehot
2,1,0.743156245549067,0.7266508307270015,0.7668614845119814,Multi-layer Perceptron,mouse-items-start
2,2,0.716108816407919,0.6880110573433432,0.8015780245470484,Multi-layer Perceptron,mouse-items-start
2,1,0.7212362911266201,0.7115163741256764,0.7329047340736412,Multi-layer Perceptron,mouse-items-select
2,2,0.7010112519584104,0.7020043530555239,0.6881355932203389,Multi-layer Perceptron,mouse-items-select
2,1,0.5354650334710155,0.5266753429593087,0.5823495032144944,Multi-layer Perceptron,stats-items-hashed
2,2,0.5421592365759863,0.5328370478626233,0.5990648743424898,Multi-layer Perceptron,stats-items-hashed
2,1,0.5524711579547074,0.551308439380874,0.5825832846288719,Multi-layer Perceptron,stats-items-onehot
2,2,0.5473009542800171,0.5490365658358025,0.5547632963179427,Multi-layer Perceptron,stats-items-onehot
2,1,0.6739923087879219,0.6451550030173585,0.7569842197545296,Multi-layer Perceptron,stats-items-start
2,2,0.6604472297393533,0.6447209886094217,0.7088252483927528,Multi-layer Perceptron,stats-items-start
2,1,0.611451360205099,0.613293123724384,0.5785505552308591,Multi-layer Perceptron,stats-items_select
2,2,0.6064378293690358,0.6078164112021198,0.5750438340151959,Multi-layer Perceptron,stats-items_select
2,1,0.7008973080757727,0.7119422645867857,0.6639392168322619,Multi-layer Perceptron,mouse-stats-items-hashed
2,2,0.6233300099700897,0.6134227242809693,0.6367621274108708,Multi-layer Perceptron,mouse-stats-items-hashed
2,1,0.6502207662726108,0.6474635420058904,0.678375219170076,Multi-layer Perceptron,mouse-stats-items-onehot
2,2,0.6300384560603902,0.6242097544399335,0.630333138515488,Multi-layer Perceptron,mouse-stats-items-onehot
2,1,0.6501353083606324,0.5361171466105052,0.5741671537112799,Multi-layer Perceptron,mouse-stats-items-start
2,2,0.7212647770972798,0.7311450884055598,0.7120397428404442,Multi-layer Perceptron,mouse-stats-items-start
2,1,0.6467597208374876,0.558169449598021,0.4990064289888954,Multi-layer Perceptron,mouse-stats-items-select
2,2,0.7212220481412903,0.7150099474481248,0.7260081823495032,Multi-layer Perceptron,mouse-stats-items-select
3,1,0.44945164506480556,0.4442504951895869,0.4624780829924021,Logistic Regression,mouse
3,2,0.4560888762284575,0.45304323617655634,0.4960841613091759,Logistic Regression,mouse
3,3,0.430779091297536,0.4341794607785544,0.5136177673874925,Logistic Regression,mouse
3,1,0.47967525993448235,0.4764514220116787,0.5444184687317358,Logistic Regression,stats
3,2,0.47967525993448235,0.4764514220116787,0.5444184687317358,Logistic Regression,stats
3,3,0.47967525993448235,0.4764514220116787,0.5444184687317358,Logistic Regression,stats
3,1,0.4577268195413759,0.45574504290143486,0.5306838106370544,Logistic Regression,items-hashed
3,2,0.4577268195413759,0.45574504290143486,0.5306838106370544,Logistic Regression,items-hashed
3,3,0.4577268195413759,0.45574504290143486,0.5306838106370544,Logistic Regression,items-hashed
3,1,0.43399800598205385,0.43330108681190005,0.4928112215078901,Logistic Regression,items-onehot
3,2,0.43399800598205385,0.43330108681190005,0.4928112215078901,Logistic Regression,items-onehot
3,3,0.43399800598205385,0.43330108681190005,0.4928112215078901,Logistic Regression,items-onehot
3,1,0.43565019228030194,0.43807785504903973,0.5100526008182349,Logistic Regression,items-starting
3,2,0.43565019228030194,0.43807785504903973,0.5100526008182349,Logistic Regression,items-starting
3,3,0.43565019228030194,0.43807785504903973,0.5100526008182349,Logistic Regression,items-starting
3,1,0.4999857570146703,0.4929694657382284,0.4963763880771479,Logistic Regression,items-select
3,2,0.4999857570146703,0.4929694657382284,0.4963763880771479,Logistic Regression,items-select
3,3,0.4999857570146703,0.4929694657382284,0.4963763880771479,Logistic Regression,items-select
3,1,0.4561600911551061,0.45066447215845856,0.49298655756867327,Logistic Regression,mouse-stats
3,2,0.45440820395954995,0.4517208735553398,0.49269433080070135,Logistic Regression,mouse-stats
3,3,0.42740350377439107,0.43184388838349114,0.5135593220338983,Logistic Regression,mouse-stats
3,1,0.4477567298105683,0.43994502664552826,0.4658679135008767,Logistic Regression,mouse-items-hashed
3,2,0.46450648055832505,0.45896529757099475,0.479135008766803,Logistic Regression,mouse-items-hashed
3,3,0.4341546788206808,0.4364092015933595,0.5170660432495616,Logistic Regression,mouse-items-hashed
3,1,0.447770972795898,0.442441619905097,0.46247808299240206,Logistic Regression,mouse-items-onehot
3,2,0.46285429426007696,0.4604273504273504,0.5029807130333139,Logistic Regression,mouse-items-onehot
3,3,0.4341404358353511,0.4360692118943117,0.510227936879018,Logistic Regression,mouse-items-onehot
3,1,0.446061814556331,0.44120285645208845,0.4589713617767388,Logistic Regression,mouse-items-start
3,2,0.4662441247685515,0.4631237500054704,0.5030391583869083,Logistic Regression,mouse-items-start
3,3,0.429069933057969,0.4326392079540852,0.5135008766803039,Logistic Regression,mouse-items-start
3,1,0.457826520438684,0.4540375714307719,0.4861484511981297,Logistic Regression,mouse-items-select
3,2,0.47302378578550064,0.4697390483452245,0.509760374050263,Logistic Regression,mouse-items-select
3,3,0.43584959407491813,0.44218840137884835,0.5544126241963763,Logistic Regression,mouse-items-select
3,1,0.43737359350519867,0.44035454333248447,0.5303915838690824,Logistic Regression,stats-items-hashed
3,2,0.43737359350519867,0.44035454333248447,0.5303915838690824,Logistic Regression,stats-items-hashed
3,3,0.43737359350519867,0.44035454333248447,0.5303915838690824,Logistic Regression,stats-items-hashed
3,1,0.41733371314627543,0.4131518010141938,0.4727644652250147,Logistic Regression,stats-items-onehot
3,2,0.41733371314627543,0.4131518010141938,0.4727644652250147,Logistic Regression,stats-items-onehot
3,3,0.41733371314627543,0.4131518010141938,0.4727644652250147,Logistic Regression,stats-items-onehot
3,1,0.4508474576271186,0.44980951712767264,0.5441846873173583,Logistic Regression,stats-items-start
3,2,0.4508474576271186,0.44980951712767264,0.5441846873173583,Logistic Regression,stats-items-start
3,3,0.4508474576271186,0.44980951712767264,0.5441846873173583,Logistic Regression,stats-items-start
3,1,0.5016237003275886,0.4942066499105926,0.5374634716540035,Logistic Regression,stats-items_select
3,2,0.5016237003275886,0.4942066499105926,0.5374634716540035,Logistic Regression,stats-items_select
3,3,0.5016237003275886,0.4942066499105926,0.5374634716540035,Logistic Regression,stats-items_select
3,1,0.4461330294829796,0.4385888964836333,0.45236703682057283,Logistic Regression,mouse-stats-items-hashed
3,2,0.4594787067369321,0.4570004383867368,0.49953243717124496,Logistic Regression,mouse-stats-items-hashed
3,3,0.43247400655177326,0.4358496097357089,0.5205143191116306,Logistic Regression,mouse-stats-items-hashed
3,1,0.4443953852727532,0.43837964295591414,0.45914669783752193,Logistic Regression,mouse-stats-items-onehot
3,2,0.4611736219911694,0.45931623931623927,0.5029807130333139,Logistic Regression,mouse-stats-items-onehot
3,3,0.4341404358353511,0.4361970840221838,0.510227936879018,Logistic Regression,mouse-stats-items-onehot
3,1,0.44268622703318616,0.43519010248845486,0.44184687317358273,Logistic Regression,mouse-stats-items-start
3,2,0.4679532830081185,0.46575962775313684,0.5133839859731151,Logistic Regression,mouse-stats-items-start
3,3,0.4307648483122063,0.4328030247245745,0.5032729398012857,Logistic Regression,mouse-stats-items-start
3,1,0.44107676969092713,0.42389712231921584,0.44225599064874344,Logistic Regression,mouse-stats-items-select
3,2,0.4764563452499644,0.47597377773906535,0.4652834599649328,Logistic Regression,mouse-stats-items-select
3,3,0.430779091297536,0.41784116180573794,0.4482174167153711,Logistic Regression,mouse-stats-items-select
3,1,0.6536248397664151,0.6356183959742225,0.7019871420222092,Random Forest,mouse
3,2,0.6470018515880929,0.6356198383771402,0.6745762711864407,Random Forest,mouse
3,3,0.6554052129326307,0.6378552227342549,0.6952659263588544,Random Forest,mouse
3,1,0.6435977780942885,0.6734966846651431,0.5549970777323202,Random Forest,stats
3,2,0.675701467027489,0.7069126984126985,0.5856224430157803,Random Forest,stats
3,3,0.6554479418886198,0.6739162028447743,0.579135008766803,Random Forest,stats
3,1,0.5912405640222191,0.6040600262942157,0.5067212156633547,Random Forest,items-hashed
3,2,0.6165076199971514,0.6454124254420437,0.4963179427235535,Random Forest,items-hashed
3,3,0.6182025352513887,0.624932079414838,0.5579193454120397,Random Forest,items-hashed
3,1,0.6064378293690357,0.6137056868201827,0.5510227936879017,Random Forest,items-onehot
3,2,0.6639510041304657,0.6771967090698702,0.6066627703097603,Random Forest,items-onehot
3,3,0.6081042586526136,0.6121033167626713,0.5617767387492695,Random Forest,items-onehot
3,1,0.6184161800313346,0.6106240430429828,0.6101694915254237,Random Forest,items-starting
3,2,0.6013103546503347,0.6036297523469691,0.5613676212741088,Random Forest,items-starting
3,3,0.6267198404785643,0.6323288700963119,0.5885447106954997,Random Forest,items-starting
3,1,0.6165788349238002,0.6093113864162844,0.6198129748684981,Random Forest,items-select
3,2,0.5911978350662299,0.5833305929812405,0.5890707188778491,Random Forest,items-select
3,3,0.6199686654322746,0.6236910981738568,0.5959672706019872,Random Forest,items-select
3,1,0.6587808004557755,0.6501435844856898,0.6915254237288135,Random Forest,mouse-stats
3,2,0.6909557043156246,0.6802342854885228,0.7090005844535359,Random Forest,mouse-stats
3,3,0.6842045292693348,0.6678116239654897,0.7226767971946229,Random Forest,mouse-stats
3,1,0.6334282865688649,0.6173692056544928,0.6917592051431911,Random Forest,mouse-items-hashed
3,2,0.6434411052556616,0.6242367906066536,0.7182349503214495,Random Forest,mouse-items-hashed
3,3,0.6403503774391113,0.6361505632732047,0.6774985388661601,Random Forest,mouse-items-hashed
3,1,0.6621136590229313,0.6769043597568187,0.6127410870835768,Random Forest,mouse-items-onehot
3,2,0.650306224184589,0.6368683997994343,0.6980128579777907,Random Forest,mouse-items-onehot
3,3,0.6605326876513317,0.6837223843901761,0.5958503798947984,Random Forest,mouse-items-onehot
3,1,0.6908844893889758,0.6742412318477229,0.7255990648743424,Random Forest,mouse-items-start
3,2,0.6620994160376015,0.6467697555473749,0.6985388661601404,Random Forest,mouse-items-start
3,3,0.709585529126905,0.7042355849809266,0.7229690239625949,Random Forest,mouse-items-start
3,1,0.6604472297393533,0.6589172493454203,0.6575102279368791,Random Forest,mouse-items-select
3,2,0.6874519299245121,0.6941168595443987,0.671011104617183,Random Forest,mouse-items-select
3,3,0.6757299529981484,0.674035806394216,0.6775569842197545,Random Forest,mouse-items-select
3,1,0.5979632530978493,0.5806508044425277,0.6704850964348334,Random Forest,stats-items-hashed
3,2,0.6183307221193562,0.6106147012791803,0.6538281706604325,Random Forest,stats-items-hashed
3,3,0.6232872810141006,0.6008865624949223,0.7088252483927528,Random Forest,stats-items-hashed
3,1,0.5861273322888477,0.5847486157679871,0.5856808883693747,Random Forest,stats-items-onehot
3,2,0.6402649195271329,0.623019823313941,0.6921683226183519,Random Forest,stats-items-onehot
3,3,0.6081469876086028,0.5892044026238156,0.6782583284628872,Random Forest,stats-items-onehot
3,1,0.7059678108531549,0.6829868407200758,0.7704850964348333,Random Forest,stats-items-start
3,2,0.6519441674975075,0.6273669877186022,0.7364699006428989,Random Forest,stats-items-start
3,3,0.6571998290841761,0.6766854056104693,0.5958503798947984,Random Forest,stats-items-start
3,1,0.6351089588377723,0.6473375527348777,0.5858562244301578,Random Forest,stats-items_select
3,2,0.650462897023216,0.6358865609393272,0.688720046756283,Random Forest,stats-items_select
3,3,0.6874661729098419,0.695323947497948,0.6676797194623026,Random Forest,stats-items_select
3,1,0.6808146987608603,0.659589591818432,0.7327878433664523,Random Forest,mouse-stats-items-hashed
3,2,0.6604899586953425,0.6811259179573652,0.6568673290473408,Random Forest,mouse-stats-items-hashed
3,3,0.6435692921236291,0.6560316160412943,0.6500292226767972,Random Forest,mouse-stats-items-hashed
3,1,0.6622133599202393,0.651364265756744,0.6815897136177675,Random Forest,mouse-stats-items-onehot
3,2,0.6824526420737786,0.6658043188999476,0.7156633547632963,Random Forest,mouse-stats-items-onehot
3,3,0.6403788634097707,0.6343317809203668,0.6610169491525424,Random Forest,mouse-stats-items-onehot
3,1,0.7094858282295968,0.674562580868551,0.8014026884862654,Random Forest,mouse-stats-items-start
3,2,0.6807292408488819,0.6556979989403631,0.7467562828755114,Random Forest,mouse-stats-items-start
3,3,0.687665574704458,0.6851183650021959,0.6950905902980713,Random Forest,mouse-stats-items-start
3,1,0.7163509471585243,0.7728829649882282,0.6103448275862069,Random Forest,mouse-stats-items-select
3,2,0.7061529696624413,0.7228772893772895,0.6677381648158971,Random Forest,mouse-stats-items-select
3,3,0.6774391112377154,0.6853309928746034,0.699707773232028,Random Forest,mouse-stats-items-select
3,1,0.6638085742771684,0.6693671791454171,0.6231443600233781,Multi-layer Perceptron,mouse
3,2,0.7008403361344537,0.6991407880812248,0.6878433664523671,Multi-layer Perceptron,mouse
3,3,0.6502919811992595,0.6557041623882411,0.6129748684979542,Multi-layer Perceptron,mouse
3,1,0.508446090300527,0.30398442070032805,0.4623027469316189,Multi-layer Perceptron,stats
3,2,0.5067084460903005,0.4249937903626428,0.22904734073641145,Multi-layer Perceptron,stats
3,3,0.5151118074348384,0.47893107944072294,0.5565751022793688,Multi-layer Perceptron,stats
3,1,0.5675687224042159,0.5546472992181948,0.6233196960841613,Multi-layer Perceptron,items-hashed
3,2,0.5827375017803732,0.5669229645552647,0.6743424897720631,Multi-layer Perceptron,items-hashed
3,3,0.5927645634524996,0.5826992892570435,0.48223261250730565,Multi-layer Perceptron,items-hashed
3,1,0.6738783649052842,0.6487160836212069,0.7430742255990649,Multi-layer Perceptron,items-onehot
3,2,0.6823671841618003,0.6553819463269179,0.7568088836937463,Multi-layer Perceptron,items-onehot
3,3,0.6671841618003134,0.6431677102825747,0.7293980128579778,Multi-layer Perceptron,items-onehot
3,1,0.648654037886341,0.6239486469480682,0.7258912916423144,Multi-layer Perceptron,items-starting
