accuracy,precision,recall
0.95,0.9166666666666666,1.0
0.85,0.8333333333333334,0.9090909090909091
0.9,0.9090909090909091,0.9090909090909091
0.7,0.6666666666666666,0.9090909090909091
0.8947368421052632,1.0,0.8181818181818182
